time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source
2024-02-12,2024-02-12 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,17.0,14.0,,,{},,,,,,,,"{'Mykolaiv oblast': 4, 'Dnipropetrovsk oblast': 6, 'Zaporizhzhia oblast': 1, 'Khmelnytskyi oblast': NaN, 'Vinnytsia oblast': NaN, 'Kirovohrad oblast': NaN}",,,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil
2024-02-12,2024-02-12 08:00,C-300,Belgorod oblast,Ukraine,,,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil
2024-02-11,2024-02-11 08:00,Shahed-136/131,"Chauda, Crimea and Balaklava, Crimea",Ukraine,,45.0,40.0,,,{},,,,,,,,"{'Odesa oblast': 4, 'Kherson oblast': 1, 'Mykolaiv oblast': 18, 'Kyiv oblast': NaN, 'Vinnytsia oblast': NaN, 'Zhytomyr oblast': NaN, 'Kirovohrad oblast': NaN, 'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,,kpszsu/posts/pfbid0Duq7f8V9PZsC28w6fA73sWt7CrPDT9cWH3ezkvLFqTUwi6GTxcVTMCBUHaiUvvs4l
2024-02-10,2024-02-10 08:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,,31.0,23.0,,,{},,,,,,,,"{'Odesa oblast': 21, 'Kharkiv oblast': NaN}",,,kpszsu/posts/pfbid02Mv5hvgc2J5KXm5rk58r1LALYPGpCExHnvbcyL12LASSCKFnzXxQGrywoDiukCHUQl
2024-02-09,2024-02-09 08:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,,16.0,10.0,,,{},,,,,,,,"{'Kherson oblast': 4, 'Mykolaiv oblast': 1, 'Kharkiv oblast': 5}",,,kpszsu/posts/pfbid0a7SGPMHLwM7fxB6kjZLhaambn3LCE8oazHw56Ee9RfDLV35BmfDMF5JT5NqYzg5el
2024-02-09,2024-02-09,ZALA,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/videos/371870688887786/
2024-02-09,2024-02-09,Supercam,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/videos/371870688887786/
2024-02-08 17:00,2024-02-08 17:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid02umb7PypHgbAg6CWqimnN6RpgmbkJgVE6Z3DNKpizc5cvXa1RiXRZKzHTXenMabhQl
2024-02-08,2024-02-08 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,17.0,11.0,,,{},,,,,,,,"{'Odesa oblast': 5, 'Mykolaiv oblast': 3, 'Dnipropetrovsk oblast': NaN, 'Vinnytsia oblast': NaN}",,,kpszsu/posts/pfbid02KprdqYegc71aPw7rDvLmaZNUwwNCsxJaMVwhHURbkaF3LsMWFe1zmALaao5Bvy2ul
2024-02-07,2024-02-07 08:00,X-22,"Kursk oblast and Sevastopol, Crimea",Ukraine,,4.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,X-101/X-555,"Caspian Sea, Engels-2",Ukraine,,29.0,26.0,,,{},,,,10 x Tu-95MS,,,,,,,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,20.0,15.0,,,{},,,,,,,,"{'Odesa oblast': 1, 'Kherson oblast': 1, 'Kirovohrad oblast': 1, 'Mykolaiv oblast': 4, 'Dnipropetrovsk oblast': 2}",,,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,Kalibr,Black Sea,Ukraine,,3.0,3.0,,,{},,,,Navy,,,,,,,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,Iskander-M,"Cape Tarkhankut, Crimea and Voronezh oblast",Ukraine,,3.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,C-300,Belgorod oblast,Ukraine,,5.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-06 17:00,2024-02-06 17:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid023Ec6Wc3LuTNVC5hBYgW86eSVwbMJq6V3GuxeoXZ88Eo7n6gsxCo8m1sjoUSYafSUl
2024-02-03 17:00,2024-02-03 17:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid0RRY5mtYD3eGhxmNKDnZHvvYMVpNsjscCNbFrzG6Q2PDCMfFjuHr4F7jXrTGLpTial
2024-02-03,2024-02-03 08:00,X-59,Belgorod oblast,Ukraine,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid08pXFdzveX7n96E6BMobaZnFPYynQyQghuJeAkSa8sLZ7RtFQe6BFX6XWtdZTEYZRl
2024-02-03,2024-02-03 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,14.0,9.0,,,{},,,,,,,,"{'Odesa oblast': 1, 'Mykolaiv oblast': 1, 'Dnipropetrovsk oblast': 5, 'Zhytomyr oblast': NaN}",,,kpszsu/posts/pfbid08pXFdzveX7n96E6BMobaZnFPYynQyQghuJeAkSa8sLZ7RtFQe6BFX6XWtdZTEYZRl
2024-02-02,2024-02-02 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,24.0,11.0,,,{},,,,,,,,"{'Kherson oblast': 2, 'Kharkiv oblast': 2, 'Dnipropetrovsk oblast': 3, 'Kirovohrad oblast': NaN}",,,kpszsu/posts/pfbid0ewZBVc99yGpzKcAddaya8KLtpbYiEwVmc7zk8MdCqiW7RGMjhwQhW3aVZqMj8574l
2024-02-02,2024-02-02,ZALA,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/videos/268333196282569/
2024-02-01,2024-02-01 08:00,Shahed-136/131,,Kharkiv oblast,,4.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0SizxRTnGsH1SczKkRDaraA83ZE4eKgXMSu2eKGtYn3zd1dw9U4K1bL2q5mBzC38Cl
2024-02-01,2024-02-01,Orlan-10,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0SoNKjZyG1FT3qkLe3TXFwHvofyVBV4Lz33iWXzdj3xNn6izGeN9jdkT2CcMuj7Aal
2024-01-31 16:00,2024-01-31 16:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid02PYS81jNzVaJH6d2Z7AexGQZeSFKhAzLthSWBUoNidH7ddK8VEoRgzPCmqv7UjMLpl
2024-01-31,2024-01-31 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,20.0,14.0,,,{},,,,,,,,"{'Kharkiv oblast': 3, 'Dnipropetrovsk oblast': 1, 'Zaporizhzhia oblast': 3, 'Mykolaiv oblast': 5, 'Kirovohrad oblast': NaN}",,,kpszsu/posts/pfbid02oeKhuszDd7soPdvpe5Ed1kbDQ24wAKdZbA3GPHhLAt7E8kUmNLosYzbuQyQGWe83l
2024-01-31,2024-01-31 08:00,C-300,Crimea and Voronezh oblast,Ukraine,,3.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02oeKhuszDd7soPdvpe5Ed1kbDQ24wAKdZbA3GPHhLAt7E8kUmNLosYzbuQyQGWe83l
2024-01-31,2024-01-31,Merlin-VR,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02TuoS7vN8JwmwVUHDoPPbCDVLTUfz2B8ox9fJ9YgXBu2GR1Mfr4AsbR5wwspC7ucKl
2024-01-31,2024-01-31,Lancet,,Kherson oblast,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02TuoS7vN8JwmwVUHDoPPbCDVLTUfz2B8ox9fJ9YgXBu2GR1Mfr4AsbR5wwspC7ucKl
2024-01-30 18:00,2024-01-30 18:00,Merlin-VR,,Mykolaiv oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02urAppSCWm4Jvsd74ZruPZ7uX92qqosiKjwqmE3ctGRZpPo3uUqCpSAv1kfLt6mRwl
2024-01-30,2024-01-30 08:00,Supercam,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0GkQN22Gzr7MxVx6xauUfRTfYzj7scstqYQXohXPv2W42A9LUDxNcPqTz1r7rBhVHl
2024-01-30,2024-01-30 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,35.0,15.0,,,{},,,,,,,,"{'Kharkiv oblast': 2, 'Dnipropetrovsk oblast': 1, 'Mykolaiv oblast': 1, 'Kherson oblast': 2, 'Sumy oblast': NaN, 'Cherkasy oblast': NaN, 'Kyiv oblast': NaN, 'Kirovohrad oblast': NaN}",,,kpszsu/posts/pfbid0V4kGwfzqK6poPcUhNwnEfVsSnTE37KbHivqoRC3KuokjjBA4fepJaQdDmY13krU4l
2024-01-30,2024-01-30 08:00,C-300,Donetsk oblast,Donetsk oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0V4kGwfzqK6poPcUhNwnEfVsSnTE37KbHivqoRC3KuokjjBA4fepJaQdDmY13krU4l
2024-01-29,2024-01-29 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,8.0,8.0,,,{},,,,,,,,"{'Rivne oblast': 2, 'Mykolaiv oblast': 4}",,,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl
2024-01-29,2024-01-29 08:00,Iskander-M,Voronezh oblast,east,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl
2024-01-29,2024-01-29 08:00,C-300,Donetsk oblast,Donetsk oblast,,3.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl
2024-01-28 14:00,2024-01-28 14:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid024RqfzGsFQzigc5gS9RTxkMKrsn6VhpKEnmHkAPZudACu48iDSNJyafe5E4Q35VV2l
2024-01-28,2024-01-28 08:00,Shahed-136/131,Primorsko-Akhtarsk,east,,8.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl
2024-01-28,2024-01-28 08:00,Iskander-M,Voronezh oblast,Poltava oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl
2024-01-28,2024-01-28 08:00,C-300,Donetsk oblast,Donetsk oblast,,3.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl
2024-01-27,2024-01-27 08:00,Shahed-136/131,Primorsko-Akhtarsk,Kirovohrad oblast,,4.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02w8Ru5bwZB3P8wPcAZ56triFt34JrAuVbpKLQ9mfnfMFVsa347YWdjTYg22AVn7yAl
2024-01-27,2024-01-27 08:00,Iskander-M,Rostov oblast,Donetsk oblast,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02w8Ru5bwZB3P8wPcAZ56triFt34JrAuVbpKLQ9mfnfMFVsa347YWdjTYg22AVn7yAl
2024-01-25 16:00,2024-01-25 16:00,X-59,,Mykolaiv oblast,,1.0,1.0,,,{},,,,Su-34,,,,,,,PvKPivden/posts/pfbid02wZejgc9v12LCYb9QdcL5MKYeUFf1BMoNWdfHodnsB5WJv9R7uQ8qr9D7ZJjf95bl
2024-01-25,2024-01-25 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,14.0,11.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0hWBjhrJKFKPG9TNSVznXmZGeyp6uLMkTBNeSPAV6zYwnHWqcEPMfyppnVk8bvmu9l
2024-01-25,2024-01-25 08:00,C-300,Belgorod oblast,Kharkiv oblast and Donetsk oblast,,4.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0hWBjhrJKFKPG9TNSVznXmZGeyp6uLMkTBNeSPAV6zYwnHWqcEPMfyppnVk8bvmu9l
2024-01-24 15:00,2024-01-24 15:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,2.0,2.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid027NXrhdgPRPMRzJwvEiTdtJVaksfBGicf9RnDZaYKHD5GXb5rH3vYmuHEMyXacGWKl
2024-01-24,2024-01-24,Merlin-VR,,Kherson oblast,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Hn8vu1jrMnorpxkXz9x3qTYbqyVNZWMfdEUQgbQb8F339vgyFZK8Urvb8KiV9smWl
2024-01-23,2024-01-23 08:00,X-59,Belgorod oblast,east,,2.0,1.0,,,{},,,,Su-34,,,,,,,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l
2024-01-23,2024-01-23 08:00,X-22,Bryansk oblast and Oryol oblast,Kharkiv oblast and Sumy oblast,,8.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l
2024-01-23,2024-01-23 08:00,X-101/X-555,Engels-2,Ukraine,,15.0,15.0,,,{},,,,6 x Tu-95MS,,,,,,,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l
2024-01-23,2024-01-23 08:00,Iskander-M,Belgorod oblast and Voronezh oblast,east,,12.0,5.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l
2024-01-23,2024-01-23 08:00,C-300/C-400,Belgorod oblast,Kharkiv oblast,,4.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l
2024-01-22 18:00,2024-01-22 18:00,X-59,,Mykolaiv oblast,,1.0,1.0,,,{},,,,Su-34,,,,,,,kpszsu/posts/pfbid02uzgctf2pwWp9pfqbLxn6TGiHmRWASf7DBgaQnwBpFeKfJS15eYCxththnJ4FET9hl
2024-01-22,2024-01-22 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,8.0,8.0,,,{},,,,,,,,"{'Dnipropetrovsk oblast': 3, 'Kherson oblast': 2, 'Mykolaiv oblast': 2}",,,kpszsu/posts/pfbid09w4LUn6jv92EPGPynvouRsPdXgnZoBq73TvNdiyd8CskH8WpV5imvXmhwoQEXGGBl
2024-01-21,2024-01-21,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid02937chcTZ68Dfdn9oKBVGz13Eozbb5LWXLaCzUDn16YfU7zuhWqsVtTLwyLGFAJ4l
2024-01-20,2024-01-20 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,7.0,4.0,,,{},,,,,,,,"{'Khmelnytskyi oblast': 1, 'Odesa oblast': 1, 'Mykolaiv oblast': 1}",,,kpszsu/posts/pfbid0bvNheJ2qkmKuvi8qnBPBSP1kT6vHMP9Lr5sZ7UrCjFCwyPrQDA6BVPxQLLGwaKEhl
2024-01-20,2024-01-20 08:00,C-300,Luhansk oblast,Donetsk oblast,,3.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0bvNheJ2qkmKuvi8qnBPBSP1kT6vHMP9Lr5sZ7UrCjFCwyPrQDA6BVPxQLLGwaKEhl
2024-01-18,2024-01-18 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,south and north,,33.0,22.0,,,{},,,,,,,,"{'Khmelnytskyi oblast': 3, 'Kherson oblast': 1, 'Mykolaiv oblast': 8,     'Dnipropetrovsk oblast': 4, 'Sumy oblast': 2}",,,kpszsu/posts/pfbid0kruLtrbU8iptT2tEj2YcVaWqHkB9KceLPyXH5nA5iDMKk2ZPBJn6zTBEWo9X3TQ7l
2024-01-18,2024-01-18 08:00,C-300,Belgorod oblast,Kharkiv oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0kruLtrbU8iptT2tEj2YcVaWqHkB9KceLPyXH5nA5iDMKk2ZPBJn6zTBEWo9X3TQ7l
2024-01-17,2024-01-17 08:00,Shahed-136/131,,Ukraine,,19.0,19.0,,,{},,,,,,,,"{'Odesa oblast': 10, 'Mykolaiv oblast': 1,     'Dnipropetrovsk oblast': 3, 'Zaporizhzhia oblast': 3}",,,kpszsu/posts/pfbid037L8CTbnBAgLvpfZzRpooGprNEfwNTJmnZbmdvXJaZEkqBNgbRzmypCcwpB2Amt6yl
2024-01-17,2024-01-17 08:00,C-300,Belgorod oblast,Kharkiv oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid037L8CTbnBAgLvpfZzRpooGprNEfwNTJmnZbmdvXJaZEkqBNgbRzmypCcwpB2Amt6yl
2024-01-17,2024-01-17,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid02Edrx5eL6MUC3p5xtvkfybHN6h5DK4AXPtonb4u3mXTeXSUmZ7G4oaJeedJQeXgW3l
2024-01-17,2024-01-17,Reconnaissance UAV,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/videos/7430098270374550/
2024-01-17,2024-01-17,Lancet,,Mykolaiv oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/videos/7430098270374550/
2024-01-16,2024-01-16,Supercam,,east,,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid0y7yELRg4kL4Usyd3MWdjJko7cR9dGGhKakQhuzBTQeAbjvhPqUXVJJuAvi6AAzgSl
2024-01-16,2024-01-16,Orlan-10,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02tEMHisjCLdoTvnMNSBr6oNzqjWRqne1xPEQJjMCzVMkjqQhPnRJPwNh3XgLpJV8zl
2024-01-15,2024-01-15,ZALA,,Kherson oblast,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/videos/7241256099247386
2024-01-15,2024-01-15,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid0Qr7ECEEkpDb7GG3AJT28F97xv4vRymBFbWi7ir1koP2e1F9NcDJW9qknNzpY2K84l
2024-01-15,2024-01-15,Merlin-VR,,Mykolaiv oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/videos/7241256099247386
2024-01-14,2024-01-14,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid02UPkR7Ps7fKwyUvfRrb9w14vgEnsNgRq5UBJbUaosm683Pm2KHvTBhsECi19xbYtkl
2024-01-13 06:50,2024-01-13 08:00,X-47 Kinzhal,Tambov oblast,Ukraine,,6.0,0.0,,,{},,,,6 x MiG-31K,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13 08:00,X-59,Bryansk oblast,Ukraine,,4.0,1.0,,,{},,,,Su-34,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13 08:00,X-31P,Kherson oblast,Ukraine,,2.0,0.0,,,{},,,,Su-35,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13 08:00,X-22,Bryansk oblast,Ukraine,,7.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13 08:00,X-101/X-555,Caspian Sea,Ukraine,,12.0,7.0,,,{},,,,11 x Tu-95MS,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13 08:00,Shahed-136/131,Kursk oblast,north,,3.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13 08:00,C-300,Belgorod oblast,Ukraine,,7.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0acFYuvE28B9r4XssHo9gzoAG9qR2fvLHH1QBs6Yaa5zHgignCawcCcJdy2yobxhAl
2024-01-13,2024-01-13,Merlin-VR,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02nxzofGvwG51om1gAomNBkPaRoRSM6YDxkWt5dPRjacWyCaGoDKFyAMg13Z1k3mEDl
2024-01-10,2024-01-10,X-59,,"Dnipropetrovsk oblast, Synelnykove Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid044RfRN8GaU3RoFA8wGuKMV6Dyxu9zw3hVMWPuWpJMU9bLtgrvaadgdBp2J6TDFDWl
2024-01-09,2024-01-09,Supercam,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid08sTTciCEtCUaYdaMKoBPTAAGCeMv3gsJW3Z2GVFiB8c4dyb6s9cyvCh6CEAEKY2Kl
2024-01-09,2024-01-09,Merlin-VR,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid08sTTciCEtCUaYdaMKoBPTAAGCeMv3gsJW3Z2GVFiB8c4dyb6s9cyvCh6CEAEKY2Kl
2024-01-08,2024-01-08 08:00,X-47 Kinzhal,Ryazan oblast and Tambov oblast,Ukraine,,4.0,0.0,,,{},,,,4 x MiG-31K,,,,,,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-08,2024-01-08 08:00,X-31P,Belgorod oblast,Ukraine,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-08,2024-01-08 08:00,X-22,Belgorod oblast,Ukraine,,8.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-08,2024-01-08 08:00,X-101/X-555,Engels-2,Ukraine,,24.0,18.0,,,{},,,,11 x Tu-95MS,,,,"{'Khmelnytskyi oblast': 10, 'Dnipropetrovsk oblast and Kharkiv oblast': 6}",,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-08,2024-01-08 08:00,Shahed-136/131,Primorsko-Akhtarsk,south,,8.0,8.0,,,{},,,,,,,,"{'Odesa oblast': 7, 'Mykolaiv oblast': 1}",,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-08,2024-01-08 08:00,Iskander-M,"Chauda, Crimea and Dzhankoi, Crimea",Ukraine,,6.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-08,2024-01-08 08:00,C-300,Belgorod oblast,Ukraine,,7.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0CUp29X6u3oimzxwex3wGrfZ4ZwpfWHUpeFQzC8JhMrDhBJQEH9AdUDQ63mVajXCrl
2024-01-07,2024-01-07 08:00,Shahed-136/131,Primorsko-Akhtarsk,south and east,,28.0,21.0,,,{},,,,,,,,"{'Zaporizhzhia oblast': 1, 'Dnipropetrovsk oblast': 9, 'Odesa oblast': 2,     'Mykolaiv oblast': 5}",,,kpszsu/posts/pfbid0VAxaiApy3V9n5VhWRW68jgQGoCWMktjtCdfK3UAzHJkKyry7KZLbdh9u6By3FVgpl
2024-01-07,2024-01-07,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1.0,1.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid0WSnVVB2cd1mKwVagdfZyYHaXU1f2Ke5MAGYr28id82h67RS7rxmpacxWbA5iJotRl
2024-01-07,2024-01-07,C-300,,Donetsk oblast,,3.0,0.0,,,{},,,,,,,,,,,pvkshid/posts/pfbid0VAxaiApy3V9n5VhWRW68jgQGoCWMktjtCdfK3UAzHJkKyry7KZLbdh9u6By3FVgpl
2024-01-06,2024-01-06 08:00,Supercam,,Kherson oblast,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid034S9scc3PageG3if1CEiTSse3Gz2nNLChgZRocWrostdx7AA3x7691nZQddjNWCjzl
